task_id,smiles,smiles_sha256
S000467,*CC(C)(C)COC(=O)CCC(=O)O*,c1c5595edd2eee44fb316cff84b7e4d49a3499a48ad892ebcb0da4c12d2fabca
S000468,*Cc1ccc(COC(=O)c2ccc(C(=O)O*)cc2)cc1,8697760a01fa71dc421e9113cd61936819ae888bcf1872d60ac5a09f67617521
S000469,*Oc1ccc(-c2ccc(OC(=O)c3cccc(C(*)=O)c3)cc2)cc1,b3c10e3d901b3e1fc5978e27ac76223366610a5052dd5e841adbdc8158d11cb2
S000470,*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3cccc(C(*)=O)c3)c(C)c2)cc1C,f439c5b087d3ee7701b230cf533cc826ad6aa61504db13f3df48f4933304ca4e
S000471,*Oc1c(C)cc(C(C)(C)c2cc(C)c(OC(=O)c3cccc(C(*)=O)c3)c(C)c2)cc1C,ad78272cd22245588b0518bd8487e26aaa223dae0c95555fc06d9cd67a8a4e87
S000472,*CCCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,d3ea18434034a422c617456a82a20d29f0e5c58d277703d9dd6fe9e575ed2e06
S000473,*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc(C(C)(CC)c4ccc(C(*)=O)cc4)cc3)cc2)cc1,b7b6b924516f21cee1acfa7f540fc796fe51c7ea6ce8f2940849c9b40a7b7679
S000474,*Oc1c(C)cc(C(C)(C)c2cc(C)c(OC(=O)c3ccc(C(*)=O)cc3)c(C)c2)cc1C,f83d05b54250ee4acb03b8bc2f507975baa842d0046d083e113e55c6ad6e32ed
S000475,*Oc1ccc(C2(c3ccc(OC(=O)c4ccc(C(*)=O)cc4)cc3)c3ccccc3-c3ccccc32)cc1,5a22fafa7b49a1d38fec3f9ff194e63d975bf4dd05f14afcc1ea1571200bad6e
S000476,*Oc1ccc(C(c2ccc(OC(=O)c3ccc(C(*)=O)cc3)cc2)(C(F)(F)F)C(F)(F)F)cc1,e19c347159cc9ce6ddab7f4622888a2c421ae37ed3dfd1590a8505c0dc6dda99
S000477,*CCCCCCCCCCCCOC(=O)c1cccc(C(=O)O*)c1,b56633474acb98cca0ad9071ded05b0769ffb47aede8570c00a818d668737fd5
S000478,*OC1CCC(OC(=O)CCCCCCCCC(*)=O)CC1,b1c6645c9efe34e3a7e1c6bd17b7a1d597ee9e01bc0a32944c53264963fd1338
S000479,*CCOC(=O)c1ccc(C2(C)CC(C)(C)c3ccc(C(=O)O*)cc32)cc1,c0925522e4fdcd6c7827dc756d8c2ede7e91c4feb7093b5d5c874fb4ce43ae75
S000480,*Oc1ccc(OC(=O)CCCCCCCCC(*)=O)cc1,683eaba4380385481691faaed572e96d0754a004dc0594fca7e0e90b9d1ad27d
S000481,*CCC(=O)N*,edf3ca5bcb9e24d9eae7c6fe2b8f9c6cdc6d685c289189615a878f22017a3672
S000482,*CCCCNC(=O)CCCCC(=O)N*,daada4de4ed2c8703e7f60dc4a06f5da8e6de82e2ff4cb700f69247320df0e9a
S000483,*CCCCCNC(=O)CCCCC(=O)N*,bebdbaca7de7ce56f72bffca9ef0c457e766d73a9e91f02abe4ebb7781aa7601
S000484,*CCCCCC(=O)N*,b7f51d0e12231bd0f489bacf2d27772a261c1bace33b26563f27636217d4a5f3
S000485,*CCCCCCNC(=O)CCCCC(=O)N*,6f2d69101644ec510a779c9496df3063307be5e7bd1885ce361e0c684b95d6a0
S000486,*CCCCCCNC(=O)CCCCCC(=O)N*,8e663bbfc0957cfb93795221f822cbcb888448300ee52e5024dd40b0fd9eed41
S000487,*CCCCCCNC(=O)CCCCCCC(=O)N*,7dd6b4c532bd2e89fe98d8d62b2cd11d67d84581118fe3006e49819ac16b7a96
S000488,*CCCCCCNC(=O)CCCCCCCC(=O)N*,7bcad7241e9f24d42e5d39341c766e8106e96506e8cad9d66aace50cd439027f
S000489,*CCCCCCNC(=O)CCCCCCCCC(=O)N*,e0fa2f6335ed0277d89371e4a8b4a221eea4adfe7882c5353d1ac093df5c6848
S000490,*CCCCCCNC(=O)CCCCCCCCCCC(=O)N*,721a71fd1135e53b155e3407c785f4728d2b8b55b0cac27a2ab27ca35d7e05eb
S000491,*CCCCCCC(=O)N*,7139a6d3592016de1ba8b675e35d17ff1a2125a6a53c652875596c756972076c
S000492,*CCCCCCCNC(=O)CCCCC(=O)N*,98bc13bed4455c1fca1981d0b519eab8d1f09e62577a4c0ece5b9c8680f97ef9
S000493,*CCCCCCCNC(=O)CCCCCC(=O)N*,b2e7406c9b394a45d4762d04e55408d07864f0d1a1ea9abf5369a5af2bc313a2
S000494,*CCCCCCCC(=O)N*,6cdac9f617b78e98f2efe529c597252abba97693fa7b0c42a978e85518a68a69
S000495,*CCCCCCCCNC(=O)CCCCCCCCC(=O)N*,e3def70f22ae3fc730d996607c413e630fa1e0b65bc89be123d0cb43cc9212f0
S000496,*CCCCCCCCNC(=O)CCCCCCCCCCC(=O)N*,489ff2709080ecb50c13988d392481ff716c2ded5b97b56b28edccdd0e1d46d0
S000497,*CCCCCCCCNC(=O)CCCCCCCCCCCCCCCCCCCCC(=O)N*,d068e70d2e3da9e2399d26a073dd69917cff78c7b6c1df34a0d368317907d265
S000498,*CCCCCCCCC(=O)N*,f6c69b687ec628de26bd963648e7ab9bf4e26a005f6ba20efcb9180b9da1b696
S000499,*CCCCCCCCCC(=O)N*,2a256e990bf4c23f5fac3dd19b5ddba5d6cc7b2d834eef51088dc8ab46d0fec6
S000500,*CCCCCCCCCCNC(=O)CCCCCCCCCCC(=O)N*,ec117ab631b584caf05a9fbc4f5784abbf3903ebfe163b104ebf9f5b21c85135
S000501,*CCCCCCCCCCC(=O)N*,a67e8b86a760e2b7927d40f79c5c517bc0e1cb2cadf101514e76493777ff8a42
S000502,*CCCCCCCCCCCC(=O)N*,15731cb67d3f8c7165987e52f405a4233d4d6dba1862561e61aebb0941107393
S000503,*CCCCCCCCCCCCNC(=O)CCCCCCCCCCCCCCCCC(=O)N*,902252e213b045b14f8b6a45a38e40a8878f9cb88a09033071863167fad4e517
S000504,*CCCCCCCCCCCCC(=O)N*,f6a26b2f9ddb084774f38e1062059607c4c72452986396a12dae6d70cf2a5168
S000505,*CCCCCCCCCCCCCCNC(=O)CCCCCCCCCCCCCCCCC(=O)N*,d25e00bd81d41a06eeaf2753ad96a5abf8be340856b4e970c1b5a304ad2df8d5
S000506,*CCCCCCCCCCCCCCCCCCNC(=O)CCCCCCCCCCCCCCCCC(=O)N*,2e7ac760b01f12705a37e4d5dc4c6fa8ea3d2b082b38a24aec3a0e01564519af
S000507,*CCCCCCCCCCNC(=O)CCCCCCCCC(=O)N*,407ba89324239bba993c2fd8dbe60d7d9d300e84d9e888b2b7140f59bbf64cbf
S000508,*CCCNC(=O)CCCCC(=O)NCCCN(*)C,fc0eb1fae9a83b09d817d409c3436ec52806fd5f0c5b2d777aaad4300e8cacf4
S000509,*CCCCP(C)(=O)CCCNC(=O)CCCCC(=O)N*,217e9baa0b3d1852ee802a268f350d5621bfa0c2657ef20d3d07132c183e16f7
S000510,*CCCP(C)(=O)CCCNC(=O)CCCCC(=O)N*,114b6f9bcc601caa2e907a7f6d068f2134290cae1c9db16616e7bc2c0955e7f8
S000511,*CCCP(CCCNC(=O)CCCCC(=O)N*)c1ccccc1,21a97d8083b20b489a23b8402c61cb279750e6dade2415045cccfb774dc8c2ad
S000512,*NC1CCC(CC2CCC(NC(=O)CCCCCCCCCCC(*)=O)CC2)CC1,b2ac059eb775ed89661639476ded1af7a2e1542a9734c0d8829e3a59314b9f68
S000513,*CCc1ccc(CCNC(=O)CCCCCCCCCCCCCCC(=O)N*)cc1,1cdb0ec62312b09302e8c513291ecfcf7d03aabad89f93efb17a15edba24b25f
S000514,*CCc1ccc(CCNC(=O)CCCCCCCCCCCCCCCCC(=O)N*)cc1,c5f767eadadc4f0383c06c3f37564979eb1db16bef88e90361aadd50c8b3f43d
S000515,*CCc1ccc(CCNC(=O)CCCCCCCCCCCCC(=O)N*)cc1,7f535b69133ec649cce970ecefc5de3caefab1872c278c1f848e374e92a232ee
S000516,*CCc1ccc(CCNC(=O)CCCCCCCCCC(=O)N*)cc1,973fd44a293d38dce55c8515523ac51ac2c9ad70723469f2a6af963bbbe83f64
S000517,*CCc1ccc(CCNC(=O)CCCCCCCCC(=O)N*)cc1,c2b5862798d6c2cfc6a622e96cbfeb1d719914471c53d0e8b87d72cf38ffb7df
S000518,*Nc1ccc(-c2ccc(NC(=O)c3cccc(C(*)=O)c3)cc2)cc1,dc2bb0515b415c222e3be91d5edbfad7e4ce65f84aa1516d8b937982b9270a72
S000519,*Nc1ccc(Cc2ccc(NC(=O)c3cccc(C(*)=O)c3)cc2)cc1,d6d999def0a17df0cca1e715437a84e70df6f8e3e74fee72888ade0b77354908
S000520,*CCCCCCNC(=O)CCC(C)CC(=O)N*,a5cce35c85e525e37537ad70f38fef0294e638a30607f873617fc90ba9a24e10
S000521,*CCCCCCCCNC(=O)Cc1ccc(CC(=O)N*)cc1,7318c3ca93f0e0b2e24ca0c80b62cefefcaad2a4a25f280438873920f44f1943
S000522,*NC1CC(C)(C)CC(C)(CNC(=O)CCCCC(*)=O)C1,1d988e11b3888959a61d7fe2fb2d2a0c1a026ee871b1f03a08b031bd8bd19dac
S000523,*Cc1cccc(CNC(=O)CCCCC(=O)N*)c1,7f381961519dd76d7b69320d5ec184273c2d7e5d7af9d320e34cdbd819c8d2cd
S000524,*Cc1ccc(CNC(=O)CCCCCCCCCCC(=O)N*)cc1,28df91f5d0d00a88cb3a3f8582701afbee6b87c129498bee4626b9d517c71f4b
S000525,*Cc1ccc(CNC(=O)CCCCCCCCCCCCCCCCC(=O)N*)cc1,4622e0dddd5643c0ace7237fd75fa19c97d22a3e482f413c7fefdff507324223
S000526,*Cc1ccc(CNC(=O)CCCCCCCCCCCCCC(=O)N*)cc1,63a883d81be9f7e88af299019c70ec2c5362660a507c6c27533e8b36e33d9046
S000527,*Cc1ccc(CNC(=O)CCCCCCCCC(=O)N*)cc1,758449b292c97d5d6a27a40759ba84bf55e5763c8ba48147ad2ec77dcd236b35
S000528,*Cc1ccc(CNC(=O)CCCCCCCCCCCC(=O)N*)cc1,33cbc907efdfe5469f1effd7f38275cc87c808bc219d2cc1d672b20b288a67f8
S000529,*Cc1ccc(CNC(=O)CCCCCCCCCC(=O)N*)cc1,04d392cb224c7a156003b08ea57f9f44e1020342c597740a4d5f6bb56794ffb8
S000530,*NC(C)(C)CC(*)=O,a436175644652577fdf03a5419d43b96ffec661eb94096f05debfe202a861a16
S000531,*Nc1cccc2c(NC(=O)c3cccc(C(*)=O)c3)cccc12,0895575ab40e485e9c0ecf8d1e68b9abd8ee1b98a4f1f8c65e37a23dc67b4a64
S000532,*Nc1cccc2c(NC(=O)c3ccc(C(*)=O)cc3)cccc12,fe7eaace6d3ea2d6e806f23ff3273569f1420501492abfbc643b5e435d73973d
S000533,*CCCCCCCCCCCCCCCCCCNC(=O)Cc1ccc(CC(=O)N*)cc1,7e7de6c6bd9e5d0741b2b43d8decd4430cf4dc30dde093d9aabaf80ba7b553de
S000534,*CCCCCCCCCCCCNC(=O)CCc1ccc(CCC(=O)N*)cc1,0dbee52256e8f4d7385b1e45ecbe82efc2c44602817cbaed72551db13d4a656b
S000535,*CCCCCCCCCCCCCCCCCCNC(=O)CCc1ccc(CCC(=O)N*)cc1,868c103bb9b0e871d1579e9bbf6913e5ec4c7d64ede1a9c366b4bd7fc655d565
S000536,*Nc1cccc(NC(=O)c2cccc(C(*)=O)c2)c1,1183807b0bf5a3b1ee6d4cddaa263eee33de8f3070c388a697041510ff1e918a
S000537,*Nc1ccc(NC(=O)c2cccc(C(*)=O)c2)cc1,f819a2fd7a4bf59f0631954a100a04717a2266ef8e9ce538932950af0a1e7c45
S000538,*Nc1cccc(NC(=O)c2ccc(C(*)=O)cc2)c1,05b581822baed2f9e1908bd4ffcec54d2b05fa4d90183bbd8acb161c48cef513
S000539,*Nc1ccc(NC(=O)c2ccc(C(*)=O)cc2)cc1,bf4130527554f5059fa5779bcf0add4aecb9a6017826f443652da712006bf379
S000540,*Nc1ccc(-c2ccc(NC(=O)c3ccc(C(*)=O)cc3)cc2)cc1,fc4acc7b93768875298e8dc4bbcca7425a0c7a075c3a64f6fe8a788153c23f01
S000541,*CCCCCCCCCCCCNC(=O)c1ccc(C(=O)N*)cc1,d5fb7ce2ff5f81d9699cc6115bd9cfeef4769684c68cbc66ea93a808291302f8
S000542,*CCCCCCCCCNC(=O)c1ccc(C(=O)N*)cc1,bbf66a5f262788c5e2bb06017c644cdc74e94a91ce3568334508d74a7cb1c5bc
S000543,*Nc1ccc(Cc2ccc(NC(=O)c3ccc(C(*)=O)cc3)cc2)cc1,7f1b75f6ba313f11d0845d00c2f387b46baab2379734f1ef895445b2e914b984
S000544,*CCCCCCCCCNC(=O)CCCCCCCC(=O)N*,492428d1f3b76be91688d1f4700b4dba748872944032c09669d72ebe5e2b081a
S000545,*CCCCCCCCNC(=O)CCCCCCC(=O)N*,2f8202b8b2972f3ff3e14258d3151a3c4602550462d5f0dcd09bccf6b05b21dd
S000546,*CC(=O)N*,a3e3c5aa140f14b44e23b26068a423caa50da23d6ea6b85acf5aca0099f6d972
S000547,*NC(CCC(=O)OC)C(*)=O,251104a668d8810413e03b78714dd90d4c1d5129a948a3143d24d2bfa518ddac
S000548,*C(=O)CCCCCCCCC(=O)N1CCN(*)CC1,11095ddf156f88063bcee48e77f73237620f970da1c1641432ee541303df2195
S000549,*CCCCCCCCCCN1CCN(C(=O)CCCCCCCCC(=O)N2CCN(*)CC2)CC1,a36af54e0e32e432cbc78ad074b4cbb0e019f67a1c9fc62248e479322a0c237d
S000550,*CCCCCCCCCCNC(=O)CCCCCCCC(=O)N*,1f36bcce59f252da2bd938b5f5dedfca8a6d47d8e95a83b76e700df399179b8c
S000551,*C(=O)N(*)CCCC,9864a09e2640cb306a3e29bb46adce6de1c147fe49b0291f03d39b0d3d140601
S000552,*CC(C)(C)C(=O)N*,0cc75212e60946e276a398ec17de096c20005e44e0efb66b7e4d1ed8054dbc19
S000553,*NC(C)CC(*)=O,b3c78c9f31951206ea5676849f4b4148f87eb32a992a63ffbaa2503d353ad633
S000554,*CCCC(=O)N*,97fac067fdc0aa553d29f6bb8cc85c837a085c86a869e32cde1aff2756a74945
S000555,*CCCC(C)CC(=O)N*,4a0846ebc03ea22e1ba7fc55ea158918681721c5e380e0e6939990b6a4b5c2bd
S000556,*CCCCC(=O)N*,163be415a67f226fe04b24f48f90bf7a2d62fe21d20b8f4623dd04ea9780f282
S000557,*CNC(=O)CCCCC(=O)N*,3089967438bba1774e1eb1356cbcf77070113353df5670a7798df890d512cb0a
S000558,*CNC(=O)CCCCCCCCC(=O)N*,29dd9098f44c5c61cedf7b4f720000d7d9cafbb4a1303fef00c840957dbb5297
S000559,*CCCCNC(=O)CCC(=O)N*,aa460ff44ea1599733c6e93c1b4da102885107411aa8026cc4261458a80131c5
S000560,*CCCCNC(=O)CCCCCCC(=O)N*,9d2e8ea1f36cb1cbb2299d50400b015e33c0c8d64c14a9f95a261777c87e3959
S000561,*CCCCNC(=O)CCCCCCCC(=O)N*,0405dd2fffeba7df04a7ed27cb41769e8584a07fb7e2d0e76d2ea9d3e35f32a0
S000562,*CCCCNC(=O)CCCCCCCCC(=O)N*,ae421e2385b922e1126ea0ba835b6fc8e6fbc17825fdc25d538c4f1aa79fe7cc
S000563,*CCCCCNC(=O)CC(=O)N*,1ff4aa3f1380e240f7f78356c249b31ee7dc47610f452d38212f2aadbc935b9d
S000564,*CCCCCNC(=O)CCCC(=O)N*,e7762d99d91663075327bd461eda524d9d9d3a4f2379e96fabec91caa57eec0c
S000565,*CCCCCNC(=O)CCCCCC(=O)N*,aa410af8acf82d5a601b2fd1ffc697a36968654948489a35fa2a731b910ddc3b
S000566,*CCCCCCNC(=O)CCCC(=O)N*,8a1284f1d96db63ac3e23070e10f7d9a729b7cb115c4c682d67487bd97426d06
S000567,*CCCCCCNC(=O)CCCCCCCCCCCCCCCCC(=O)N*,5f7fce855a0f33d434c4a2fce1fa841251af95aed5e446e634c94138cdd334f5
S000568,*CCCCCCCNC(=O)CCCCCCCC(=O)N*,e6d7a200131a8ffb9109e20faa78d94691af580c8f029a0df00f11ba90d53c23
S000569,*CCCCCCCNC(=O)CCCCCCCCC(=O)N*,0ed5319d284cd59b1490ad5822bb7cc4d89a3993f701af6f61f86e27ed263a2a
S000570,*CCCCCCCCNC(=O)CCCCCCCC(=O)N*,2426c60b61cd6591bf78db3025d713c7040b48e0298700e361da8bf9600f9d02
S000571,*CCCCCCCCNC(=O)CCCCCCCCCCCCCCCCC(=O)N*,266b587d3ff443092c124d9bd87557cf3fa9da873d3edd98272fa9d4381710a6
S000572,*CCCCCCCCCCNC(=O)CCCCCCCCCCCCCCCCC(=O)N*,cd769779d0549ea713e182e989a21b2e6f6bf43fc3219a37432507d044c8d002
S000573,*CCCCCCCCCCNC(=O)CCCCCCCCCCCCCCCCCCCCC(=O)N*,f059acea84549e6789ff1b84ddc3c95bc5e95b4748e4b9e07f9a1e3a565c43e7
S000574,*CCCCCCCCCCCNC(=O)CCCCC(=O)N*,888c4c816668459253a0a084e27c94c3bd00a0042674524a00d7d40cd1cd9a06
S000575,*CCCCCCCCCCCCNC(=O)CCCCCCCCC(=O)N*,e03385cb710d8bbc9e885f83f63993501e2bca50e1757839a340e80e776341bb
S000576,*CCCCCCCCCCCCNC(=O)CCCCCCCCCCC(=O)N*,35831f4bc44b25cc122043b27a5e8a691d2749fb21600f7f6f48e62b839b0d32
S000577,*CCCCCCCCCCCCNC(=O)CCCCCCCCCCCCCCCCCCCCC(=O)N*,8cd00ace4d937adbf5ce7f7432b476c3409d2f69a3bb4d0e5ffab75f53989ba8
S000578,*CCCCCCCCCCCCCCNC(=O)CCCCCCCCC(=O)N*,9a61ba9486f33663af1984e6ad1b2638cfbaae2f27814097bd10e9df7071603d
S000579,*CCCCCCCCCCCCCCNC(=O)CCCCCCCCCCC(=O)N*,42073dfd2a750d01c5bdcb8a87fe8b5b0aa3152cf75baca06835fa045c2db664
S000580,*CCCCCCCCCCCCCCNC(=O)CCCCCCCCCCCCCCCCCCCCC(=O)N*,1634c515cbe747d41b1b55f68d67b6cb86b1eb2d14ff80902446c69e4969aa5d
S000581,*CCCCCCCCCCCCCCCCCCNC(=O)CCCCCCCCC(=O)N*,0c067f6ef4ed250b7e734a4ed5c6bff353148cfc78f51b06dbbec60b2b04cdb2
S000582,*CCCCCCCCCCCCCCCCCCNC(=O)CCCCCCCCCCC(=O)N*,143430a6b598cd2acb51e1e56286a0167fe5c7f5592388a583035c7b39354d76
S000583,*CCCCCCCCCCCCCCCCCCNC(=O)CCCCCCCCCCCCCCCCCCCCC(=O)N*,b75159fae4e36356d8b0e388af15d2178abcf718748c879604da6d5f34d80c04
S000584,*Nc1ccc(C(*)=O)cc1,831f8cb0b10284901f613b08be70817fdc258415dc01f89dd47b2ceb6e0b8f59
S000585,*CCCCCCNC(=O)CCC(=O)N*,016573521b30e500fea936e13401964e8d396b82ecf00ec81f7c9f9928aa88c2
S000586,*CCCCCCNC(=O)Cc1ccc(CC(=O)N*)cc1,93ecaa006fbce2a0d94d1a17e9df281cb264ccf9223e27fdca2e16f8eb37500b
S000587,*CCCCCCCCNC(=O)CCc1ccc(CCC(=O)N*)cc1,949bb4fabe18a6e8ff27008f46b042da343bc922729b9896155d56de9accf68a
S000588,*CCCCCCCCCCNC(=O)Cc1ccc(CC(=O)N*)cc1,0c1426a0fd10fcdb29630ef8cd8221a02cb1b23180f308818790e0f46647d785
S000589,*CCCCCCCCCCNC(=O)CCc1ccc(CCC(=O)N*)cc1,c4f699d7c94bd51c21f670d8559bff13cf9865759d1612edd3db532de26bbe80
S000590,*CCCCCCCCCCCCNC(=O)Cc1ccc(CC(=O)N*)cc1,cc7b98b569b5ac801aa9b4af87e45c597a0372545ed595b04235f17548515834
S000591,*CCCCCCCCCCCCCCNC(=O)c1ccc(C(=O)N*)cc1,b12a43f39e15d42d6042ebe163f9172caea4a0c7d96e2b701d38397f30bb9bcc
S000592,*CCCCCCCCCCCCCCNC(=O)Cc1ccc(CC(=O)N*)cc1,a3ee7ca667a6a3c4a1c1a15d441d279582f5fc10aa483ba644fafd0f2eb546a7
S000593,*CCCCCCCCCCCCCCNC(=O)CCc1ccc(CCC(=O)N*)cc1,08b777809809394dbba989306cab213af0ed977bf3f75c6d9616ed509707bc25
S000594,*CCCCCCCCCCCCCCCCCCNC(=O)c1ccc(C(=O)N*)cc1,1aef0cd3f51f92654b96b5e96eff6c5d8058532f43f9d519563a3b71a0aa0b50
S000595,*CC1CCC(CNC(=O)CCCCC(=O)N*)CC1,6659f26fc9eb734d0970c8fd4243562558075e3145ecb5283be4a3296fc73212
S000596,*Cc1ccc(CNC(=O)CCCCCCCC(=O)N*)cc1,d02c426057b581bc4ba51838d5a0278686f17a80ab5a4a10bd50932f7d6a4730
S000597,*CCc1ccc(CCNC(=O)CCCCCCCC(=O)N*)cc1,e35fb2abcdeec6398e324728f6d4fd92976910cbc08d7128c55ec691394681cd
S000598,*CCc1ccc(CCNC(=O)CCCCCCCCCCC(=O)N*)cc1,14267ada4dbb2cd90f9376d9e797c8cf848bef2499edb789b27a32eb253c8dea
S000599,*CCc1ccc(CCNC(=O)CCCCCCCCCCCC(=O)N*)cc1,525c2900e434ffbab17ea077838b540f594a532549e2bfefbf96721bbf045d00
S000600,*Cc1ccc(CNC(=O)CCCCCCCCCCCCC(=O)N*)cc1,757f45167f73a412f4b5bb902edcf17c3707d33743f5faab178850b8af084de3
S000601,*CCc1ccc(CCNC(=O)CCCCCCCCCCCCCCCCCCCCC(=O)N*)cc1,827528365be48d577ba0fcc5d7dd75e3d5596460d8805df62520553bc22ff741
S000602,*CCCCCCCCCCC(=O)N(*)C,1b9ac346ea37aec994b791866f5734dce595380e43077ccb6a1b01ca7a595577
S000603,*C(=O)C1CC(O)CN1*,2c31a139ca56fe3ac3594392467af39980a140221917aef0d4ed083e9823e701
S000604,*C(=O)C1CCCN1*,4ddf9aa8f5b95ba63c6b4ef39b4498c7ebb5899bc065a8f8a4f978d433589e1a
S000605,*NC(CCCNC(=O)OCc1ccccc1)C(*)=O,7d732fc16af9d3639fc4fa75080f03b0577c56cbddda2a9319a8e14d7d287aee
S000606,*NC(CCCCN)C(*)=O,ee2779025f3085cac971785d194f48c8166c2851f072295bbfdb123902701793
S000607,*C(=O)CNC(=O)C1CCCN1C(=O)C1CCCN1*,141c22e4589ba928828c75d41538a4087598625f57ba4f6930325d409da1b617
S000608,*C(=O)CNC(=O)CNC(=O)C1CCCN1*,d330f579bac8a463e304cf88f5297cb65a7213020dde83b73a7a5a6c7d0718a1
S000609,*NC(CCC(=O)OCc1ccccc1)C(*)=O,4db846de8c049435c276ce2dddfc4e14614d81f01b1a380da68d9ecf586bf968
S000610,*NC(CCC(=O)O)C(*)=O,d343f918251d5f2c27bad3444567bc4ac4e651d08cc0c9694fba06ecffa6122d
S000611,*NC(CCNC(=O)OCc1ccccc1)C(*)=O,3c84663b38c09f6d9ff1be564e91b515df20a417002555eeee6c93d3739949e0
S000612,*NC(CC(=O)OCCC)C(*)=O,55ab7b86a2f55fe2bafed10938e3bf501db6cedeae10722b20f99841724865f5
S000613,*NC(CC(=O)OCc1ccc(Cl)cc1)C(*)=O,0a436da501345d4f50b011f14fa1c49d5ce2c46c9388cb351b9bd1a1e0edf1d1
S000614,*C(=O)C(C)NC(=O)CNC(=O)C1CCCN1*,20400ad56b1b548635b9100792fdcc06bac21278a4300537106878872061f305
S000615,*NC(C)C(*)=O,52c927adecf9fe88895bf3dce3d1ef8ff844d7df7d831cbbe0956c825828c4aa
S000616,*C(=O)NCCCCCCNC(=O)c1ccc(*)nc1,a9a187dc1d0a74bb9b106cfbb69cf439af48274a62fa980010bf9024e9f4f5d4
S000617,*CCCCCCNC(=O)C(=O)N*,459652285f33e1f50ac800456d240526b0f78857538cfb42f9e4722ad9c43494
S000618,*c1ccc(C(=O)Nc2ccc(NC(=O)c3ccc(C4(*)OC(=O)c5ccccc54)cc3)cc2)cc1,56f7665b373600da6d8606c5c2767e3c3dcc9fc36b3d5fd21086f2059d2a1ea0
S000619,*c1ccc(C(=O)Nc2ccc(-c3ccc(NC(=O)c4ccc(C5(*)OC(=O)c6ccccc65)cc4)cc3)cc2)cc1,74e9553e4a05f9e25faf55553992f34c7e254f775ea1294c6f1ca919f0268f11
S000620,*c1ccc(NC(=O)c2ccc(C3(c4ccc(C(=O)Nc5ccc(C6(*)OC(=O)c7ccccc76)cc5)cc4)OC(=O)c4ccccc43)cc2)cc1,824a6cf6c55edc3235f97d31d6723b15e76a16f7c2c3678af9ce8711b6f6c0e2
S000621,*c1ccc(NC(=O)c2ccc(C3(c4ccc(C(=O)Nc5ccc(C6(*)NC(=O)c7ccccc76)cc5)cc4)OC(=O)c4ccccc43)cc2)cc1,a5b6a66079ad0f41ffee3ad9a94da22eebf0e98db41b61c80c9f327d6c44752c
S000622,*NC(C)C(=O)NC(C)C(=O)NC(C)C(=O)NC(C(*)=O)C(C)C,609ce2f761f92fdfd9253c36fc55b03ac0a9b3fc3c98001c2f0fc1c861e2188b
S000623,*NC(C)C(=O)NC(C)C(=O)NC(C(=O)NC(C(*)=O)C(C)C)C(C)C,a21f40176c3396fa1946154a32196cd1e89e719181b5445969d270aabc7c5a1e
S000624,*NC(C)C(=O)NCCCC(*)=O,501bb48d1ddc65a8158f71a3153abb8f463872b579cb4c92f20925252a9a3804
S000625,*NC(C)C(=O)NCCCCCC(*)=O,c76df76e4c2d523d2d89302236751dc069693529d053cdc6ae00c57735a8705d
S000626,*NC(C)C(=O)NCCC(*)=O,f7c4662020302b9f35fbe98e3ab588db78b157a84edee3432caaabf4b42c5815
S000627,*NC(C)C(=O)NCCCCC(*)=O,b82d63265e65b67104c7b9e470e20b322a93813fa17da460b620472e32d11b02
S000628,*NC(C)C(=O)NC(C(*)=O)C(C)C,dd8e850c131d501fb7fa3efce20c87583c31a62ac55b78aea7e71ff82653bafb
S000629,*NC(CCC(=O)NCCCCO)C(*)=O,b58f00fafb22a4b76d7f5715c2c34b954dd8fc8dafe9ca8ac3922dc5f1717050
S000630,*NC(CCC(=O)NCCO)C(*)=O,651d2c3098097290c7183432d540beaa5464f1ae1da4437dfcb0f44787daf185
S000631,*NC(CCC(=O)NCCCO)C(*)=O,0a07033ea3a44dbc6ee20e7d90d7768876329e0139b0de1e3950c632d289caac
S000632,*CCC(=O)NCC(=O)N*,ed28c8a11e089176d4b1b93cd5eafbd7628bd95604dda03d7f09f5db326c408d
S000633,*CCC(=O)NCCC(=O)NCC(=O)N*,ab8684ebed1af4d4b57f58ec6aa445442310833218a579925dfcce36cfc53d76
S000634,*C(=O)C(NC(=O)C1CCCN1C(=O)C1CCCN1*)c1ccccc1,9dac3108260e5c6b16c7f24fe7c9fd84d388b6402b7721960654d26cce27b0d3
S000635,*NC(C(*)=O)C(Cc1ccccc1)c1c[nH]cn1,bfeb7345dd9fd35b873d69e7c67c23e39a4375cd26593451a81a165d5cf9735d
S000636,*NC(CC(C)C)C(*)=O,18603466351cc041fccd8eb8dc79f371b61290ab8df0fcad705402d1b2e25edd
S000637,*NC(CCSC)C(*)=O,d02efbfce91ecd385305ad2eb3c8e4552881f311714f76c68fb57a6fd82f1bb9
S000638,*NC(Cc1ccc(OC(=O)OCc2ccccc2)cc1)C(*)=O,3c3b7d8abb6d73eb771d0d51349c111cd38a097668f23cfca8796d455eb1935a
S000639,*NC(C(*)=O)C(C)C,77f8919afe5ab05a095ed7c858af4d5718e20dffcd52297c2abad8ee823889cf
